"Gene"	"Project_ID"	"Counts"
"69685"	"RRSH|RequiresSNPConfirmation"	"T348"	11
"69686"	"RSA"	"T348"	4
"69687"	"RSC"	"T348"	8
"69688"	"RSD1"	"T348"	0
"69689"	"RSD2"	"T348"	0
"69690"	"RSMA"	"T348"	0
"69691"	"RTG"	"T348"	0
"69692"	"RUB"	"T348"	0
"69693"	"RUVB"	"T348"	20
"69694"	"RUVBM"	"T348"	10
"69695"	"RV0678|RequiresSNPConfirmation"	"T348"	10
"69696"	"SALA"	"T348"	0
"69697"	"SALB"	"T348"	0
"69698"	"SALC"	"T348"	0
"69699"	"SALD"	"T348"	0
"69700"	"SALE"	"T348"	0
"69701"	"SAT"	"T348"	18
"69702"	"SCO"	"T348"	0
"69703"	"SDEA"	"T348"	0
"69704"	"SDEB"	"T348"	72
"69705"	"SDEX"	"T348"	6
"69706"	"SDEY"	"T348"	10
"69707"	"SDIA"	"T348"	0
"69708"	"SDRM"	"T348"	0
"69709"	"SED"	"T348"	28
"69710"	"SEPA"	"T348"	0
"69711"	"SFB"	"T348"	0
"69712"	"SFC"	"T348"	2
"69713"	"SFDC"	"T348"	0
"69714"	"SFH"	"T348"	0
"69715"	"SFH1"	"T348"	0
"69716"	"SFO"	"T348"	0
"69717"	"SGM"	"T348"	4
"69718"	"SHN"	"T348"	0
"69719"	"SHV"	"T348"	14
"69720"	"SILA"	"T348"	12
"69721"	"SILB"	"T348"	0
"69722"	"SILC"	"T348"	0
"69723"	"SILE"	"T348"	0
"69724"	"SILF"	"T348"	0
"69725"	"SILP"	"T348"	0
"69726"	"SILR"	"T348"	0
"69727"	"SILS"	"T348"	0
"69728"	"SIM"	"T348"	0
"69729"	"SITA"	"T348"	0
"69730"	"SITABCD"	"T348"	2
"69731"	"SITB"	"T348"	14
"69732"	"SITC"	"T348"	2
"69733"	"SITD"	"T348"	0
"69734"	"SLB"	"T348"	0
"69735"	"SMB"	"T348"	4
"69736"	"SMDA"	"T348"	24
"69737"	"SMDB"	"T348"	24
"69738"	"SME"	"T348"	187
"69739"	"SMET"	"T348"	8
"69740"	"SMFY"	"T348"	12
"69741"	"SMR"	"T348"	0
"69742"	"SMRA"	"T348"	57
"69743"	"SMTA"	"T348"	0
"69744"	"SMTB"	"T348"	0
"69745"	"SMVA"	"T348"	0
"69746"	"SODA"	"T348"	8
"69747"	"SODB"	"T348"	24
"69748"	"SOXR"	"T348"	12
"69749"	"SOXR|RequiresSNPConfirmation"	"T348"	0
"69750"	"SOXRB"	"T348"	2
"69751"	"SOXS"	"T348"	0
"69752"	"SOXS|RequiresSNPConfirmation"	"T348"	0
"69753"	"SPG"	"T348"	16
"69754"	"SPM"	"T348"	2
"69755"	"SPN"	"T348"	20
"69756"	"SPR"	"T348"	6
"69757"	"SPS"	"T348"	0
"69758"	"SRMB"	"T348"	20
"69759"	"SRPA"	"T348"	10
"69760"	"SRPB"	"T348"	5
"69761"	"SRPC"	"T348"	0
"69762"	"SRPCC"	"T348"	0
"69763"	"SRPR"	"T348"	2
"69764"	"SRPS"	"T348"	0
"69765"	"SRT"	"T348"	22
"69766"	"SSME"	"T348"	0
"69767"	"STA"	"T348"	8
"69768"	"SUGE"	"T348"	0
"69769"	"SULI"	"T348"	22
"69770"	"SULII"	"T348"	10
"69771"	"SULIII"	"T348"	0
"69772"	"SULIV"	"T348"	2
"69773"	"SULR"	"T348"	0
"69774"	"SULX"	"T348"	0
"69775"	"TAEA"	"T348"	6
"69776"	"TAP"	"T348"	8
"69777"	"TBTA"	"T348"	2
"69778"	"TBTB"	"T348"	10
"69779"	"TBTM"	"T348"	22
"69780"	"TBTR"	"T348"	10
"69781"	"TCMA"	"T348"	12
"69782"	"TCR3"	"T348"	30
"69783"	"TCRA"	"T348"	0
"69784"	"TCRB"	"T348"	0
"69785"	"TCRY"	"T348"	0
"69786"	"TCRZ"	"T348"	0
"69787"	"TEHA"	"T348"	0
"69788"	"TEHB"	"T348"	0
"69789"	"TEM"	"T348"	0
"69790"	"TER"	"T348"	2
"69791"	"TERB"	"T348"	0
"69792"	"TERC"	"T348"	0
"69793"	"TERD"	"T348"	0
"69794"	"TERE"	"T348"	4
"69795"	"TERW"	"T348"	0
"69796"	"TERZ"	"T348"	0
"69797"	"TET16S|RequiresSNPConfirmation"	"T348"	55
"69798"	"TET30"	"T348"	0
"69799"	"TET31"	"T348"	0
"69800"	"TET32"	"T348"	0
"69801"	"TET33"	"T348"	0
"69802"	"TET34"	"T348"	0
"69803"	"TET35"	"T348"	0
"69804"	"TET36"	"T348"	0
"69805"	"TET37"	"T348"	0
"69806"	"TET38"	"T348"	0
"69807"	"TET39"	"T348"	0
"69808"	"TET40"	"T348"	4
"69809"	"TET42"	"T348"	2
"69810"	"TET43"	"T348"	34
"69811"	"TET44"	"T348"	0
"69812"	"TET45"	"T348"	0
"69813"	"TET47"	"T348"	0
"69814"	"TET48"	"T348"	0
"69815"	"TET49"	"T348"	0
"69816"	"TET50"	"T348"	0
"69817"	"TET51"	"T348"	0
"69818"	"TET52"	"T348"	4
"69819"	"TET53"	"T348"	0
"69820"	"TET54"	"T348"	0
"69821"	"TET55"	"T348"	0
"69822"	"TET56"	"T348"	2
"69823"	"TET57"	"T348"	0
"69824"	"TET58"	"T348"	6
"69825"	"TET59"	"T348"	0
"69826"	"TET62"	"T348"	12
"69827"	"TET63"	"T348"	0
"69828"	"TET64"	"T348"	22
"69829"	"TETA"	"T348"	94
"69830"	"TETA46"	"T348"	0
"69831"	"TETA60"	"T348"	4
"69832"	"TETB"	"T348"	0
"69833"	"TETB46"	"T348"	0
"69834"	"TETB60"	"T348"	4
"69835"	"TETBP"	"T348"	0
"69836"	"TETC"	"T348"	16
"69837"	"TETD"	"T348"	2
"69838"	"TETE"	"T348"	0
"69839"	"TETG"	"T348"	4
"69840"	"TETH"	"T348"	0
"69841"	"TETJ"	"T348"	0
"69842"	"TETK"	"T348"	0
"69843"	"TETL"	"T348"	0
"69844"	"TETM"	"T348"	0
"69845"	"TETO"	"T348"	0
"69846"	"TETQ"	"T348"	0
"69847"	"TETR|RequiresSNPConfirmation"	"T348"	14
"69848"	"TETRM|RequiresSNPConfirmation"	"T348"	0
"69849"	"TETS"	"T348"	0
"69850"	"TETT"	"T348"	0
"69851"	"TETU"	"T348"	0
"69852"	"TETV"	"T348"	2
"69853"	"TETW"	"T348"	0
"69854"	"TETX"	"T348"	0
"69855"	"TETY"	"T348"	0
"69856"	"TETZ"	"T348"	0
"69857"	"THINB"	"T348"	14
"69858"	"THYA|RequiresSNPConfirmation"	"T348"	29
"69859"	"TLA"	"T348"	0
"69860"	"TLMB"	"T348"	12
"69861"	"TLRC"	"T348"	101
"69862"	"TLRCM"	"T348"	60
"69863"	"TLYA|RequiresSNPConfirmation"	"T348"	0
"69864"	"TMB"	"T348"	0
"69865"	"TMRB"	"T348"	0
"69866"	"TOLC"	"T348"	0
"69867"	"TOLCSM"	"T348"	18
"69868"	"TOPR"	"T348"	8
"69869"	"TRGA"	"T348"	2
"69870"	"TRGB"	"T348"	14
"69871"	"TRIA"	"T348"	14
"69872"	"TRIAP"	"T348"	0
"69873"	"TRIB"	"T348"	24
"69874"	"TRIBP"	"T348"	0
"69875"	"TRIC"	"T348"	55
"69876"	"TRICP"	"T348"	0
"69877"	"TROA"	"T348"	2
"69878"	"TROB"	"T348"	12
"69879"	"TROC"	"T348"	0
"69880"	"TROD"	"T348"	0
"69881"	"TROR"	"T348"	0
"69882"	"TRU"	"T348"	0
"69883"	"TSNR"	"T348"	2
"69884"	"TTGA"	"T348"	0
"69885"	"TTGB"	"T348"	42
"69886"	"TTGC"	"T348"	2
"69887"	"TTGE"	"T348"	24
"69888"	"TTGF"	"T348"	0
"69889"	"TTGG"	"T348"	4
"69890"	"TTGR"	"T348"	2
"69891"	"TTGT"	"T348"	0
"69892"	"TTGV"	"T348"	0
"69893"	"TTGW"	"T348"	0
"69894"	"TTU"	"T348"	0
"69895"	"TUFAB|RequiresSNPConfirmation"	"T348"	223
"69896"	"TUNR"	"T348"	0
"69897"	"TUPA"	"T348"	0
"69898"	"TUPB"	"T348"	0
"69899"	"TUPC"	"T348"	0
"69900"	"TUS"	"T348"	0
"69901"	"TVAA"	"T348"	0
"69902"	"TVAB"	"T348"	0
"69903"	"UGD"	"T348"	0
"69904"	"UHPT|RequiresSNPConfirmation"	"T348"	0
"69905"	"UL3|RequiresSNPConfirmation"	"T348"	8
"69906"	"VAM"	"T348"	0
"69907"	"VAN"	"T348"	0
"69908"	"VAN|RequiresSNPConfirmation"	"T348"	0
"69909"	"VANA"	"T348"	26
"69910"	"VANB"	"T348"	0
"69911"	"VANC"	"T348"	6
"69912"	"VAND"	"T348"	0
"69913"	"VANE"	"T348"	0
"69914"	"VANG"	"T348"	0
"69915"	"VANHA"	"T348"	2
"69916"	"VANHB"	"T348"	0
"69917"	"VANHD"	"T348"	20
"69918"	"VANI"	"T348"	4
"69919"	"VANK"	"T348"	2
"69920"	"VANL"	"T348"	0
"69921"	"VANN"	"T348"	0
"69922"	"VANRA"	"T348"	0
"69923"	"VANRB"	"T348"	0
"69924"	"VANRC"	"T348"	0
"69925"	"VANRD"	"T348"	0
"69926"	"VANRE"	"T348"	0
"69927"	"VANRG"	"T348"	0
"69928"	"VANRI"	"T348"	0
"69929"	"VANRL"	"T348"	0
"69930"	"VANRN"	"T348"	0
"69931"	"VANRO"	"T348"	3
"69932"	"VANRS"	"T348"	23
"69933"	"VANSA"	"T348"	0
"69934"	"VANSB"	"T348"	0
"69935"	"VANSC"	"T348"	0
"69936"	"VANSD"	"T348"	0
"69937"	"VANSE"	"T348"	0
"69938"	"VANSG"	"T348"	0
"69939"	"VANSL"	"T348"	0
"69940"	"VANSM"	"T348"	0
"69941"	"VANSN"	"T348"	0
"69942"	"VANSO"	"T348"	10
"69943"	"VANTC"	"T348"	14
"69944"	"VANTE"	"T348"	2
"69945"	"VANTG"	"T348"	6
"69946"	"VANTML"	"T348"	0
"69947"	"VANTN"	"T348"	0
"69948"	"VANTRL"	"T348"	0
"69949"	"VANWA"	"T348"	0
"69950"	"VANWB"	"T348"	2
"69951"	"VANWG"	"T348"	0
"69952"	"VANWI"	"T348"	0
"69953"	"VANXA"	"T348"	22
"69954"	"VANXB"	"T348"	0
"69955"	"VANXD"	"T348"	0
"69956"	"VANXI"	"T348"	0
"69957"	"VANXM"	"T348"	0
"69958"	"VANXO"	"T348"	0
"69959"	"VANXYC"	"T348"	2
"69960"	"VANXYE"	"T348"	0
"69961"	"VANXYG"	"T348"	0
"69962"	"VANXYL"	"T348"	0
"69963"	"VANXYN"	"T348"	0
"69964"	"VANYA"	"T348"	12
"69965"	"VANYB"	"T348"	0
"69966"	"VANYD"	"T348"	0
"69967"	"VANYF"	"T348"	0
"69968"	"VANYG"	"T348"	0
"69969"	"VANZA"	"T348"	0
"69970"	"VARG"	"T348"	0
"69971"	"VATA"	"T348"	0
"69972"	"VATB"	"T348"	0
"69973"	"VATC"	"T348"	0
"69974"	"VATD"	"T348"	0
"69975"	"VATE"	"T348"	0
"69976"	"VATF"	"T348"	0
"69977"	"VATI"	"T348"	0
"69978"	"VCAM"	"T348"	0
"69979"	"VCC"	"T348"	0
"69980"	"VCEA"	"T348"	0
"69981"	"VCEB"	"T348"	0
"69982"	"VCEC"	"T348"	0
"69983"	"VCER"	"T348"	0
"69984"	"VCMA"	"T348"	0
"69985"	"VCRM"	"T348"	0
"69986"	"VEB"	"T348"	0
"69987"	"VEXA"	"T348"	0
"69988"	"VEXB"	"T348"	0
"69989"	"VEXC"	"T348"	0
"69990"	"VEXD"	"T348"	0
"69991"	"VEXE"	"T348"	0
"69992"	"VEXF"	"T348"	2
"69993"	"VEXH"	"T348"	0
"69994"	"VEXK"	"T348"	2
"69995"	"VGA"	"T348"	0
"69996"	"VGAB"	"T348"	0
"69997"	"VGAD"	"T348"	0
"69998"	"VGAE"	"T348"	0
"69999"	"VGBA"	"T348"	0
"70000"	"VGBB"	"T348"	0
"70001"	"VGBC"	"T348"	0
"70002"	"VHW"	"T348"	0
"70003"	"VIM"	"T348"	2
"70004"	"VMB"	"T348"	0
"70005"	"VMEA"	"T348"	0
"70006"	"VMEB"	"T348"	0
"70007"	"VMEC"	"T348"	0
"70008"	"VMED"	"T348"	1
"70009"	"VMEE"	"T348"	0
"70010"	"VMEF"	"T348"	0
"70011"	"VMEG"	"T348"	0
"70012"	"VMEH"	"T348"	0
"70013"	"VMEI"	"T348"	0
"70014"	"VMEJ"	"T348"	0
"70015"	"VMEK"	"T348"	4
"70016"	"VMEP"	"T348"	0
"70017"	"VMEQ"	"T348"	0
"70018"	"VMET"	"T348"	0
"70019"	"VMEU"	"T348"	0
"70020"	"VMEV"	"T348"	0
"70021"	"VMEY"	"T348"	0
"70022"	"VMEZ"	"T348"	2
"70023"	"VMLR"	"T348"	0
"70024"	"VMRA"	"T348"	0
"70025"	"VPH"	"T348"	10
"70026"	"VPOC"	"T348"	0
"70027"	"WALK|RequiresSNPConfirmation"	"T348"	0
"70028"	"WHH"	"T348"	0
"70029"	"WTPA"	"T348"	0
"70030"	"WTPB"	"T348"	0
"70031"	"WTPC"	"T348"	0
"70032"	"WUS"	"T348"	0
"70033"	"YAJC"	"T348"	0
"70034"	"YBTP"	"T348"	10
"70035"	"YBTQ"	"T348"	18
"70036"	"YCHH"	"T348"	0
"70037"	"YCNJ"	"T348"	6
"70038"	"YCNK"	"T348"	4
"70039"	"YDDG"	"T348"	0
"70040"	"YDEI"	"T348"	0
"70041"	"YDEO"	"T348"	0
"70042"	"YDEP"	"T348"	0
"70043"	"YEM"	"T348"	0
"70044"	"YFEA"	"T348"	0
"70045"	"YFEB"	"T348"	0
"70046"	"YFEC"	"T348"	0
"70047"	"YFED"	"T348"	0
"70048"	"YFMO"	"T348"	0
"70049"	"YFMP"	"T348"	0
"70050"	"YGIW"	"T348"	6
"70051"	"YGJH"	"T348"	0
"70052"	"YHCN"	"T348"	0
"70053"	"YIEF"	"T348"	0
"70054"	"YJAA"	"T348"	0
"70055"	"YJCG"	"T348"	10
"70056"	"YKKC"	"T348"	0
"70057"	"YKKCL|RequiresSNPConfirmation"	"T348"	0
"70058"	"YODB"	"T348"	0
"70059"	"YOGI"	"T348"	0
"70060"	"YRC"	"T348"	0
"70061"	"YYBT|RequiresSNPConfirmation"	"T348"	2
"70062"	"ZBMA"	"T348"	0
"70063"	"ZEVA"	"T348"	0
"70064"	"ZEVB"	"T348"	0
"70065"	"ZIAA"	"T348"	0
"70066"	"ZIAR"	"T348"	0
"70067"	"ZINT"	"T348"	0
"70068"	"ZIPB"	"T348"	4
"70069"	"ZITB"	"T348"	0
"70070"	"ZNEB"	"T348"	0
"70071"	"ZNTA"	"T348"	2
"70072"	"ZNTR"	"T348"	0
"70073"	"ZNUA"	"T348"	0
"70074"	"ZNUB"	"T348"	0
"70075"	"ZNUC"	"T348"	4
"70076"	"ZOG"	"T348"	0
"70077"	"ZRAR"	"T348"	0
"70078"	"ZRAS"	"T348"	0
"70079"	"ZUPT"	"T348"	0
"70080"	"ZUR"	"T348"	0
"70081"	"A16S|RequiresSNPConfirmation"	"T34"	34342
"70082"	"AAC2-PRIME"	"T34"	476
"70083"	"AAC3"	"T34"	4349
"70084"	"AAC3-PRIME"	"T34"	13
"70085"	"AAC6-PRIME"	"T34"	5391
"70086"	"AAK"	"T34"	82
"70087"	"ABAF"	"T34"	32
"70088"	"ABAQ"	"T34"	2
"70089"	"ABCA"	"T34"	42
"70090"	"ABEM"	"T34"	8
"70091"	"ABES"	"T34"	2
"70092"	"ABUO"	"T34"	0
"70093"	"ACC"	"T34"	76
"70094"	"ACI"	"T34"	6
"70095"	"ACN"	"T34"	4102
"70096"	"ACR3"	"T34"	0
"70097"	"ACRA"	"T34"	46
"70098"	"ACRB"	"T34"	116
"70099"	"ACRB|RequiresSNPConfirmation"	"T34"	161
"70100"	"ACRC"	"T34"	204
"70101"	"ACRD"	"T34"	174
"70102"	"ACRE"	"T34"	30
"70103"	"ACRF"	"T34"	36
"70104"	"ACRR|RequiresSNPConfirmation"	"T34"	14
"70105"	"ACRS"	"T34"	0
"70106"	"ACT"	"T34"	384
"70107"	"ACTA"	"T34"	298
"70108"	"ACTP"	"T34"	777
"70109"	"ACTP1"	"T34"	329
"70110"	"ACTPC"	"T34"	1796
"70111"	"ACTR"	"T34"	202
"70112"	"ACTS"	"T34"	230
"70113"	"ADC"	"T34"	134
"70114"	"ADEA"	"T34"	2
"70115"	"ADEB"	"T34"	24
"70116"	"ADEC"	"T34"	26
"70117"	"ADED"	"T34"	0
"70118"	"ADEE"	"T34"	2
"70119"	"ADEF"	"T34"	4
"70120"	"ADEG"	"T34"	28
"70121"	"ADEH"	"T34"	0
"70122"	"ADEI"	"T34"	0
"70123"	"ADEJ"	"T34"	18
"70124"	"ADEK"	"T34"	40
"70125"	"ADEL"	"T34"	2
"70126"	"ADEN"	"T34"	4
"70127"	"ADER"	"T34"	0
"70128"	"ADES"	"T34"	50
"70129"	"ADET1"	"T34"	2
"70130"	"ADET2"	"T34"	0
"70131"	"AER"	"T34"	54
"70132"	"AFM"	"T34"	116
"70133"	"AHPC|RequiresSNPConfirmation"	"T34"	90
"70134"	"AIM"	"T34"	298
"70135"	"AIOA"	"T34"	68
"70136"	"AIOB"	"T34"	10
"70137"	"AIOE"	"T34"	72
"70138"	"AIOR"	"T34"	92
"70139"	"AIOS"	"T34"	124
"70140"	"AIOX"	"T34"	84
"70141"	"ALG"	"T34"	348
"70142"	"ALI"	"T34"	0
"70143"	"ALMG"	"T34"	4
"70144"	"ALR|RequiresSNPConfirmation"	"T34"	407
"70145"	"ALU1P"	"T34"	0
"70146"	"AMPC"	"T34"	178
"70147"	"AMPCR|RequiresSNPConfirmation"	"T34"	0
"70148"	"AMPH"	"T34"	94
"70149"	"AMRA"	"T34"	1058
"70150"	"AMRB"	"T34"	1929
"70151"	"AMVA"	"T34"	2
"70152"	"ANA"	"T34"	334
"70153"	"ANT2-DPRIME"	"T34"	59
"70154"	"ANT3-DPRIME"	"T34"	563
"70155"	"ANT4-PRIME"	"T34"	138
"70156"	"ANT6"	"T34"	176
"70157"	"ANT9"	"T34"	199
"70158"	"APH2-DPRIME"	"T34"	62
"70159"	"APH3-DPRIME"	"T34"	1965
"70160"	"APH3-PRIME"	"T34"	1820
"70161"	"APH4"	"T34"	98
"70162"	"APH6"	"T34"	1694
"70163"	"APH7-DPRIME"	"T34"	426
"70164"	"APH9"	"T34"	246
"70165"	"APMA"	"T34"	26
"70166"	"AQU"	"T34"	113
"70167"	"ARIR"	"T34"	0
"70168"	"ARL"	"T34"	0
"70169"	"ARLR"	"T34"	9
"70170"	"ARLS"	"T34"	2
"70171"	"ARMA"	"T34"	10
"70172"	"ARMR"	"T34"	38
"70173"	"ARNA"	"T34"	969
"70174"	"ARNT"	"T34"	152
"70175"	"ARR"	"T34"	198
"70176"	"ARRA"	"T34"	24
"70177"	"ARRB"	"T34"	0
"70178"	"ARSA"	"T34"	63
"70179"	"ARSB"	"T34"	116
"70180"	"ARSBM"	"T34"	182
"70181"	"ARSC"	"T34"	30
"70182"	"ARSCM"	"T34"	34
"70183"	"ARSD"	"T34"	0
"70184"	"ARSDM"	"T34"	6
"70185"	"ARSH"	"T34"	32
"70186"	"ARSHN"	"T34"	2
"70187"	"ARSM"	"T34"	514
"70188"	"ARSP"	"T34"	12
"70189"	"ARSR"	"T34"	2
"70190"	"ARSRM"	"T34"	12
"70191"	"ARST"	"T34"	926
"70192"	"ASMA"	"T34"	250
"70193"	"ASR"	"T34"	4
"70194"	"AST"	"T34"	416
"70195"	"AXC"	"T34"	244
"70196"	"AXY"	"T34"	2254
"70197"	"AXYZ|RequiresSNPConfirmation"	"T34"	152
"70198"	"AZECL"	"T34"	0
"70199"	"BACA"	"T34"	42
"70200"	"BAER"	"T34"	97
"70201"	"BAES"	"T34"	268
"70202"	"BAHA"	"T34"	82
"70203"	"BASRS"	"T34"	586
"70204"	"BASRS|RequiresSNPConfirmation"	"T34"	314
"70205"	"BAT"	"T34"	2
"70206"	"BBI"	"T34"	0
"70207"	"BC"	"T34"	0
"70208"	"BCII"	"T34"	24
"70209"	"BCL"	"T34"	14
"70210"	"BCR"	"T34"	76
"70211"	"BCR1"	"T34"	618
"70212"	"BCRA"	"T34"	286
"70213"	"BCRB"	"T34"	74
"70214"	"BCRC"	"T34"	0
"70215"	"BCRCM"	"T34"	0
"70216"	"BEL"	"T34"	0
"70217"	"BEPC"	"T34"	12
"70218"	"BEPD"	"T34"	188
"70219"	"BEPE"	"T34"	645
"70220"	"BEPF"	"T34"	144
"70221"	"BEPG"	"T34"	396
"70222"	"BES"	"T34"	82
"70223"	"BEXA"	"T34"	12
"70224"	"BFRA"	"T34"	46
"70225"	"BHSA"	"T34"	0
"70226"	"BIC"	"T34"	2
"70227"	"BIL"	"T34"	2
"70228"	"BJP1"	"T34"	406
"70229"	"BKC"	"T34"	209
"70230"	"BLA1"	"T34"	4
"70231"	"BLA2"	"T34"	10
"70232"	"BLAA"	"T34"	426
"70233"	"BLAB"	"T34"	50
"70234"	"BLAC"	"T34"	128
"70235"	"BLACRP"	"T34"	92
"70236"	"BLAE"	"T34"	96
"70237"	"BLAEAM"	"T34"	204
"70238"	"BLAEC"	"T34"	28
"70239"	"BLAECM"	"T34"	270
"70240"	"BLAF"	"T34"	178
"70241"	"BLAI"	"T34"	12
"70242"	"BLAL"	"T34"	638
"70243"	"BLAP"	"T34"	6
"70244"	"BLAPAM"	"T34"	416
"70245"	"BLAPLA"	"T34"	10
"70246"	"BLAR"	"T34"	68
"70247"	"BLAS"	"T34"	292
"70248"	"BLASGM"	"T34"	2072
"70249"	"BLASME"	"T34"	0
"70250"	"BLAZ"	"T34"	58
"70251"	"BLE"	"T34"	331
"70252"	"BLM"	"T34"	470
"70253"	"BLT"	"T34"	4
"70254"	"BLTD"	"T34"	0
"70255"	"BLTR"	"T34"	0
"70256"	"BMR"	"T34"	6
"70257"	"BPU"	"T34"	0
"70258"	"BRO"	"T34"	2
"70259"	"BRP"	"T34"	15
"70260"	"BSU"	"T34"	22
"70261"	"BUT"	"T34"	48
"70262"	"CADA"	"T34"	22
"70263"	"CADC"	"T34"	42
"70264"	"CADD"	"T34"	19
"70265"	"CADR"	"T34"	32
"70266"	"CADX"	"T34"	124
"70267"	"CAM"	"T34"	38
"70268"	"CAP16S|RequiresSNPConfirmation"	"T34"	2150
"70269"	"CARA"	"T34"	1172
"70270"	"CARB"	"T34"	354
"70271"	"CAT"	"T34"	386
"70272"	"CATA"	"T34"	217
"70273"	"CATB|RequiresSNPConfirmation"	"T34"	374
"70274"	"CATP|RequiresSNPConfirmation"	"T34"	2
"70275"	"CATS"	"T34"	0
"70276"	"CATT"	"T34"	0
"70277"	"CAU"	"T34"	142
"70278"	"CBLA"	"T34"	2
"70279"	"CBP"	"T34"	4
"70280"	"CCRA"	"T34"	0
"70281"	"CDEA"	"T34"	0
"70282"	"CDSA|RequiresSNPConfirmation"	"T34"	8
"70283"	"CEOA"	"T34"	802
"70284"	"CEOB"	"T34"	2545
"70285"	"CEPA"	"T34"	10
"70286"	"CEPAB"	"T34"	110
"70287"	"CEPH"	"T34"	56
"70288"	"CEPS"	"T34"	34
"70289"	"CEUE"	"T34"	0
"70290"	"CFE"	"T34"	30
"70291"	"CFIA"	"T34"	2
"70292"	"CFR"	"T34"	20
"70293"	"CFRA"	"T34"	0
"70294"	"CFRB"	"T34"	8
"70295"	"CFRC"	"T34"	4
"70296"	"CFX"	"T34"	4
"70297"	"CGA"	"T34"	12
"70298"	"CGB"	"T34"	0
"70299"	"CHAA"	"T34"	4
"70300"	"CHR"	"T34"	143
"70301"	"CHRA"	"T34"	394
"70302"	"CHRB"	"T34"	106
"70303"	"CHRB1"	"T34"	36
"70304"	"CHRBM"	"T34"	90
"70305"	"CHRC"	"T34"	51
"70306"	"CHRE"	"T34"	4
"70307"	"CHRF"	"T34"	18
"70308"	"CHRI"	"T34"	0
"70309"	"CHRR"	"T34"	8
"70310"	"CIA"	"T34"	6
"70311"	"CINA"	"T34"	122
"70312"	"CIPA"	"T34"	6
"70313"	"CKO"	"T34"	8
"70314"	"CLBA"	"T34"	28
"70315"	"CLBB"	"T34"	2
"70316"	"CLBC"	"T34"	0
"70317"	"CLBD"	"T34"	4
"70318"	"CLS|RequiresSNPConfirmation"	"T34"	87
"70319"	"CMA"	"T34"	82
"70320"	"CME"	"T34"	2
"70321"	"CMEA"	"T34"	0
"70322"	"CMEB"	"T34"	18
"70323"	"CMEC"	"T34"	6
"70324"	"CMED"	"T34"	2
"70325"	"CMEE"	"T34"	0
"70326"	"CMEF"	"T34"	76
"70327"	"CMER"	"T34"	0
"70328"	"CMH"	"T34"	4
"70329"	"CML"	"T34"	480
"70330"	"CMLA"	"T34"	70
"70331"	"CMLB"	"T34"	42
"70332"	"CMLR"	"T34"	292
"70333"	"CMLV"	"T34"	1080
"70334"	"CMR"	"T34"	27
"70335"	"CMRA"	"T34"	296
"70336"	"CMTR"	"T34"	74
"70337"	"CMX"	"T34"	82
"70338"	"CMY"	"T34"	481
"70339"	"CNRA"	"T34"	1411
"70340"	"CNRB"	"T34"	150
"70341"	"CNRC"	"T34"	106
"70342"	"CNRH"	"T34"	84
"70343"	"CNRR"	"T34"	16
"70344"	"CNRT"	"T34"	40
"70345"	"CNRY"	"T34"	20
"70346"	"COAR"	"T34"	2
"70347"	"COMR"	"T34"	18
"70348"	"COPA"	"T34"	1989
"70349"	"COPAM"	"T34"	148
"70350"	"COPB"	"T34"	530
"70351"	"COPBM"	"T34"	17
"70352"	"COPC"	"T34"	120
"70353"	"COPD"	"T34"	318
"70354"	"COPF"	"T34"	415
"70355"	"COPG"	"T34"	119
"70356"	"COPJ"	"T34"	20
"70357"	"COPK"	"T34"	0
"70358"	"COPL"	"T34"	46
"70359"	"COPM"	"T34"	50
"70360"	"COPP"	"T34"	0
"70361"	"COPR"	"T34"	313
"70362"	"COPS"	"T34"	234
"70363"	"COPV"	"T34"	168
"70364"	"COPY"	"T34"	7
"70365"	"COPZ"	"T34"	13
"70366"	"CORA"	"T34"	100
"70367"	"CORB"	"T34"	26
"70368"	"CORC"	"T34"	12
"70369"	"CORD"	"T34"	2
"70370"	"CORR"	"T34"	311
"70371"	"CORS"	"T34"	338
"70372"	"CORT"	"T34"	158
"70373"	"CPAA"	"T34"	0
"70374"	"CPHA"	"T34"	312
"70375"	"CPRR"	"T34"	625
"70376"	"CPRS"	"T34"	582
"70377"	"CPS"	"T34"	0
"70378"	"CPT"	"T34"	440
"70379"	"CPXAR"	"T34"	1560
"70380"	"CRCB"	"T34"	6
"70381"	"CRD"	"T34"	154
"70382"	"CRDA"	"T34"	0
"70383"	"CRDB"	"T34"	8
"70384"	"CRDR"	"T34"	0
"70385"	"CRDS"	"T34"	0
"70386"	"CRH"	"T34"	432
"70387"	"CRP"	"T34"	2
"70388"	"CRPP"	"T34"	0
"70389"	"CSA"	"T34"	86
"70390"	"CSOR"	"T34"	0
"70391"	"CSP"	"T34"	4
"70392"	"CTPC"	"T34"	1253
"70393"	"CTPD"	"T34"	713
"70394"	"CTPG"	"T34"	902
"70395"	"CTPV"	"T34"	1853
"70396"	"CTX"	"T34"	628
"70397"	"CUEA"	"T34"	1060
"70398"	"CUEO"	"T34"	24
"70399"	"CUEP"	"T34"	0
"70400"	"CUER"	"T34"	58
"70401"	"CUID"	"T34"	92
"70402"	"CUSA"	"T34"	327
"70403"	"CUSB"	"T34"	38
"70404"	"CUSC"	"T34"	20
"70405"	"CUSF"	"T34"	0
"70406"	"CUSR"	"T34"	56
"70407"	"CUSS"	"T34"	62
